"","date","text","country","participant"
"487",2020-04-28 09:16:36,"#Nigeria- In the last few weeks, it has also become clear that the workers we rely on to plant, harvest, process, and stock food produce are vulnerable to coronavirus — which means we will likely begin to see gaps in the production system itself. @miss_abimbola #Covid19FoodFuture https://t.co/0VvS9jeMES","Nigeria","miss_abimbola"
"488",2020-04-28 09:09:31,"Mama Put is a core part of Nigeria’s food industry and agricultural sectors. She is connected to farmers, food suppliers, and consumers. I shared how Covid-19 is changing local food systems in Nigeria. Check it out here - https://t.co/i5i2zT38yK @miss_abimbola #Covid19FoodFuture https://t.co/ViQASj94k2","Nigeria","miss_abimbola"
"489",2020-04-28 09:05:45,"Nigeria – Here are some guidelines to observe the best practices for retail food stores, restaurants, and food pick-up/delivery services during the covid-19 pandemic. Check it out here - https://t.co/uaPNerJJU0 @miss_abimbola #Covid19FoodFuture 

Photo-credit: Google. https://t.co/mA1pSLzTM1","Nigeria","miss_abimbola"
"490",2020-04-28 08:40:41,"Farmer support and enhanced assessment of #Covid19 impacts on #agriculture &amp; food supply systems crucial in protecting food security of the most vulnerable people and countries. 
👉https://t.co/YQ23lgXtqx
#Covid19FoodFuture @kanyemba_nellie","Global","kanyemba_nellie"
"491",2020-04-28 08:30:19,"A new study on food insecurity by an alliance of UN, governmental and NGO analyzes what is fueling global food crises and examines how the COVID-19 pandemic is perpetuating a downward cycle for millions. https://t.co/MEVa6GKKjo  #UnitedNations #Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"492",2020-04-28 08:28:38,"Africa has some unique strengths in the pandemic, but food insecurity is a special vulnerability.  https://t.co/AnwqVqHrSS #Covid19FoodFuture @Maya_disraeli","Global","mayadisraeli"
"493",2020-04-28 08:01:16,"#Kenya Some impacts of #Covid19 on smallholder farmers are interrupted transport, causing delays in production, markets deliveries, exports, employment and incomes. @JohnAgboola_  wrote on how they can be strengthened.

https://t.co/fWYMDLY1Zz

#Covid19FoodFuture @sharonjcheboi","Kenya","JohnAgboola_"
"494",2020-04-28 03:06:54,"#Madagascar - #Tsenan'ny Mpiompy/Marché🐔🐔 des éleveurs est une initiative du Ministère de l'agriculture et #MPE afin de venir en aide les petits éleveurs qui ont du mal à écouler leurs produits en ce #Covid19.

👉https://t.co/yUrROmIS5o

#Covid19FoodFuture #MAEP @MalalaOnisoa","Madagascar","MalalaOnisoa"
"495",2020-04-28 02:36:29,"#Madagascar🇲🇬 – Les grandes compagnies de pêche viennent au soutien des défavorisées du ville d’#Antananarivo face au #Covid19. #Sopromer a remis 3 tonnes 🐟🐟🐟 de poissons à la Mairie. 

👉 https://t.co/chAgE1bqay 

#Covid19FoodFuture #CUA @MalalaOnisoa
📷 Lodeurdelaterre https://t.co/lE1WcCCfpC","Madagascar","MalalaOnisoa"
"496",2020-04-27 21:20:55,"Are you interested in listening to a Podcast series from Farm Commons about COVID-19’s impacts on farm businesses. Episodes include sick leave, health screenings, online sales platforms. Here is the link to listen - https://t.co/ivb648rjyh @miss_abimbola #Covid19FoodFuture https://t.co/da2REPKDI0","Global","miss_abimbola"
"497",2020-04-27 20:59:01,"The SDGs 2 ‘#ZeroHunger’ = ‘#Food4All’ and ‘#SustainableDiet4All. To achieve food security, promoting resilience agriculture &amp; sustainable food production is crucial for –
Food Accessibility
Food Availability
Food Affordability
Food Sustainability
#Covid19FoodFuture @JohnAgboola_ https://t.co/Q4NgRcbM1I","Global","JohnAgboola_"
"498",2020-04-27 20:53:44,"Institutions are helping farmers to improve skills. A case of CABI offering two weeks of free access to its Crop Pest Diagnosis online course to encourage knowledge expansion on healthy plants during the COVID-19 pandemic. https://t.co/Cx8i1g3dux #Covid19FoodFuture @JohnAgboola_ https://t.co/fVmZMv9dep","Global","JohnAgboola_"
"499",2020-04-27 17:05:22,"#Kenya🇰🇪
To ensure that #ZeroHunger &amp; #FoodSecurity isn’t compromised during #Covid19, #food baskets are being distributed to vulnerable Kenyans. https://t.co/JaPzvOPc0U #Covid19FoodFuture @AmandaNamayi

📷 credits: @Kenyans https://t.co/8XfIUkOpc9","Kenya","AmandaNamayi"
"500",2020-04-27 16:59:14,"#Kenya🇰🇪
The Ministry of #Agriculture (@KilimoKE)says that use of excessive force by law enforcers to effectuate the curfew is contributing to the deterioration of #FoodSecurity in the country
https://t.co/AI17rwmTH9  https://t.co/JJjxPEwrX2  #Covid19FoodFuture @AmandaNamayi","Kenya","AmandaNamayi"
"501",2020-04-27 16:55:11,"#Kenya 🇰🇪
Flooding in parts of the country is not only affecting #food production but is also putting displaced persons at risk of contracting &amp; spreading #Covid19
 https://t.co/a9VoYZIHEr #Covid19FoodFuture @AmandaNamayi
📷 @citizentvkenya https://t.co/mi6lGGn7ke","Kenya","AmandaNamayi"
"502",2020-04-27 16:48:55,"Kevin and Sylvester’s farm sales declined due to #COVID19. Now they are successfully marketing their #urbanfarm produce online. To get to know more about their entrepreneurial ventures, watch their latest video diary. https://t.co/MHqHgwZjKi @CovidFoodFuture @tmg_think @lousvenja","Global","lousvenja"
"503",2020-04-27 16:10:52,"Tangible solutions needed to normalize people's livelihoods post #Covid19. Disruptions in the supply chains will result in food shortages to be followed by hunger &amp; under-nutrition especially in developing countries. 👉https://t.co/P9lbNpZ0Yv #Covid19FoodFuture @kanyemba_nellie","Global","kanyemba_nellie"
"504",2020-04-27 16:01:54,"Coronavirus ‘potentially catastrophic’ for nations already suffering food insecurity caused by famine, migration and unemployment. 265 million people could be pushed into acute food insecurity (WFP) 
👉https://t.co/E9fQB7PXff #Covid19FoodFuture @Maya_disraeli #WPF https://t.co/DGRknwfs90","Global","mayadisraeli"
"505",2020-04-27 15:36:04,"Au Sénégal Il est aussi impératif de veiller à la sécurité des aliments et à la mise aux bonnes normes des produits locaux vendus dans les marchés ouverts en cette période de pandémie #COVID19. #Covid19FoodFuture @yadeyacine https://t.co/1y3CiaWhGs","Senegal","YadeYacine"
"506",2020-04-27 15:21:58,"#Madagascar - 73,7% n'ont pas assez de moyen financiers pour fonctionner sans vendre sur une période de 3 mois selon une enquête auprès de 152 Start-up et PME. 34,2% des entrepreneurs optent alors pour un regroupement 👉https://t.co/LkLxBs92Zp  #Covid19FoodFuture @Maya_disraeli","Madagascar","mayadisraeli"
"507",2020-04-27 15:20:55,"“Atteindre l'autosuffisance en riz est une des priorités de développement pour #Madagascar surtout pendant la baisse des importations mondiale due au #Covid_19” Ministre de l’Agriculture, Élevage, Pêche https://t.co/Cz8xKvoUQA 
#CovidFoodFuture #MAEP #rizhybride @Maya_disraeli","Madagascar","mayadisraeli"
"508",2020-04-27 15:19:24,"Backyard gardens are a good source of fresh vegetables which are a nutritional supplement. They are so handy during these times when people can't easily access food markets. Good time for authorities to promote their establishments. 👉https://t.co/Q5jvKkqE5d  @kanyemba_nellie","Global","kanyemba_nellie"
"509",2020-04-27 14:58:01,"As a result of the #COVID19, farmers are faced with challenges that impede sales of their produce. Its continuity means farmers are likely to face difficulty to afford inputs such as fertilizers, herbicides, pesticides for the planting season. #Covid19FoodFuture @JohnAgboola_ https://t.co/8Vibho5IuW","Global","JohnAgboola_"
"510",2020-04-27 14:54:59,"Nigeria – Delta State, an oil-producing region in Nigeria has commenced the distribution of food items such as rice, beans and other food items to low-income families across the 25 Local Government Areas in the state as relief response to #COVID19 #Covid19FoodFuture @JohnAgboola_ https://t.co/qYOm1HlV7z","Nigeria","JohnAgboola_"
"511",2020-04-27 14:50:40,"Nigeria – Major food items have experienced an increase in prices due to the growing demand for food products as a result of the #COVID19. Typical example - changes in prices of the common food items like cassava flake (garri), rice, tomatoes etc. #Covid19FoodFuture @JohnAgboola_ https://t.co/8CqTUc5GeZ","Nigeria","JohnAgboola_"
"512",2020-04-27 14:50:09,"@ecowas_cedeao: L’exportation des produits agricoles va ralentir ce qui va faire chuter les prix. Le coton 🇧🇫 et le cacao 🇨🇮 🇬🇭 connaîtront une baisse d'exportation de 14% qui va s’amplifier selon la durée de la crise. @ed_sango  #Covid19FoodFuture 
https://t.co/C4ANszPHcm","Global","ed_sango"
"513",2020-04-27 14:23:08,"#Sénégal Remise symbolique de denrées alimentaires et produits médicaux à la banlieue sénégalaise en cette période de #COVID19. 
#Covid19FoodFuture @yadeyacine","Senegal","YadeYacine"
"514",2020-04-27 13:03:57,"Visioconférence @ecowas_cedeao : Le ralentissement de la production dans les pays développés va entraîner des difficultés d’approvisionnement dans les intrants qui sont utilisés dans les productions de nos pays. @ed_sango @rochkaborepf #Covid19FoodFuture
https://t.co/C4ANszy6kO","Global","ed_sango"
"515",2020-04-27 12:38:28,"Monde- Feuille de route de @FAO : Un plan de lutte pour garantir l’approvisionnement alimentaire mondial pendant la pandémie du #Covid_19.
👉 https://t.co/a8R9J6m7wY @EMvuenga  #Covid19FoodFuture","Global","EMvuenga"
"516",2020-04-27 12:35:40,"🇨🇩#Covid_19: World Bank et FMI  envisagent de procéder aux transferts d’argent aux ménages les plus vulnérables en vue de soutenir l’accesibilité aux biens de première nécessité tels que les produits agroalimentaires. 
👉https://t.co/MBsJzG2GpU @EMvuenga #Covid19FoodFuture","Global","EMvuenga"
"517",2020-04-27 12:31:05,"#RDC : Le Programme Alimentaire d’Urgence (PAU) mise en œuvre par le gouvernement dans le cadre de la riposte au #Covid_19, cible la province de Kwilu après Kinshasa. 
👉 https://t.co/fZ0B7dsdRI   @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"518",2020-04-27 12:29:02,"RDC- le Programme Alimentaire d’Urgence (PAU) annonce l’arrivée de 1.000 T des produits alimentaires qui seront infectés dans quelques marchés #Kinois pour l'approvisionnement  des ménages en cette période de crise sanitaire. 👉https://t.co/6hSpqM15Yb @EMvuenga #Covid19FoodFuture","DRC","EMvuenga"
"519",2020-04-27 12:28:12,"RDC- le FMI octroie 365 millions $ pour appuyer le programme multisectoriel de riposte contre le #Covid_19 (Santé, Agriculture, …) ainsi que la relance de l’économie nationale. https://t.co/AxdlJlT8GN @EMvuenga  #Covid19FoodFuture","DRC","EMvuenga"
"520",2020-04-27 12:15:04,"Visioconférence @ecowas_cedeao : Au plan économique, le constat est que le taux de croissance sera à 2% si le #COVID19 dure jusqu’au mois de juin. Au-delà, le taux sera de -2,1%, ce qui signifie une récession. @ed_sango @rochkaborepf #Covid19FoodFuture

👉 https://t.co/C4ANszy6kO","Global","ed_sango"
"521",2020-04-27 12:04:07,"#Madagascar - Les transports suburbains 🚐🚚 reprennent actuellement petit à petit leurs activités. Les petits producteurs agricoles des zones suburbaines peuvent souffler pour l’acheminement de leurs produits en ville. 🍆🐔🍅
#Covid19FoodFuture #@MalalaOnisoa 🇲🇬
📷 Getty Images https://t.co/i20d2asNxH","Madagascar","MalalaOnisoa"
"522",2020-04-27 12:03:38,"🇨🇩-Renforcer la résilience : Alors que #Covid_19 occasionne la pénurie d’accès aux intrants agricoles, les associations paysannes de la #TSHOPO bénéficient des boutures saines et améliorées de 4 variétés résistances de Manioc.  https://t.co/82RasUhail @EMvuenga #Covid19FoodFuture","Global","EMvuenga"
"523",2020-04-27 11:52:56,"#COVID19 is stressing a lot of households financially with rising costs of food and other essentials. Share your thoughts on how best you think demand and access to nutritious foods amidst the pandemic can be increased. #Covid19FoodFuture @kanyemba_nellie","Global","kanyemba_nellie"
"524",2020-04-27 11:35:53,"#SOUTHAFRICA The finance minister announced the mandate to register local spaza shops (corner community shops). Many food related illnesses are due to unregistered spaza shops and this will ensure an ease in the investigations on food safety #COVID19foodfuture @ndomfuh_1 https://t.co/ocIaw06OiK","South Africa","ndomfuh_1"
"525",2020-04-27 11:17:37,"#Madagascar 🇲🇬 - L'office National de la #Nutrition sensibilise la population à consommer davantage une variété d'#alimentation pour renforcer le système immunitaire face au #Covid19. 🍅🌽🍆🍋🍗

👉 https://t.co/ed6hun0sBB

#Covid19FoodFuture #ONN @MalalaOnisoa
📷 Lomaï Scoot https://t.co/orRbSGgYJa","Madagascar","MalalaOnisoa"
"526",2020-04-27 10:40:58,"Countries that usually import more food than export them will suffer most because of price increases and weaker currencies. @miss_abimbola #Covid19FoodFuture – 2.","Global","miss_abimbola"
"527",2020-04-27 10:40:57,"#Africa- In Nigeria, Africa’s biggest economy, rice prices have increased by more than 30% just in the previous week. Poor countries will suffer more because people there simply can’t eat when food costs more. @miss_abimbola #Covid19FoodFuture – 1. https://t.co/hIxHVLLjJd","Nigeria","miss_abimbola"
"528",2020-04-27 10:33:53,"#PIM #CGIAR - 📲 Using mobile phone to do research data collection and also as a tool for information dissemination in the time of #Covid19 lockdown and beyond. 👇

📌https://t.co/KLXOFhYzh1

#Covid19FoodFuture #CGIAR @MalalaOnisoa https://t.co/Md3MLx4XTA","Global","MalalaOnisoa"
"529",2020-04-27 10:30:09,"#Nigeria - the availability of fresh fruits and vegetables depends on people, to harvest, process, and package them. Fruits and vegetables are also perishable, so logistical problems pose even more threat to their supply. @miss_abimbola #Covid19FoodFuture https://t.co/Zou07mNBsx","Nigeria","miss_abimbola"
"530",2020-04-27 10:25:51,"#FoodSytem Food sovereignty is linked to freedom for people, if you don’t have any control over your food system- it essentially puts you at the whim of hunger and famine Read more about @CivilEats article on foodsystems-  https://t.co/JFIBua8lRU @miss_abimbola #Covid19FoodFuture https://t.co/MWnjWnpDij","Global","miss_abimbola"
"531",2020-04-27 10:16:07,"Le #COVID19 est un élément de vulnérabilité de plus pour les populations. Comme si le changement climatique ou les chenilles légionnaires ne suffisaient pas, la pandémie s'ajoute aux chocs de l'agriculture au #Burkina. @EdoSango #Covid19FoodFuture
 👉🏾 https://t.co/9RG433SyN3","Burkina Faso","ed_sango"
"532",2020-04-27 09:30:20,"Extension workers are critical in transfer of knowledge &amp; technology between farmers and researchers. Read this article by @olareeh to learn how #COVID19 has disrupted extension work, ""Kenya's Food Production in the time of Coronavirus"": https://t.co/dIEHUwfJA9 #CovidFoodFuture https://t.co/cUNYGVesI4","Kenya","olareeh"
"533",2020-04-27 09:20:20,"Production is the most basic component of food systems. The #COVID19 has disrupted it in Kenya. In this new article titled, ""Kenya's Food Production in the time of Coronavirus"", @olareeh explains how farmers are coping: https://t.co/dIEHUwfJA9 #CovidFoodFuture https://t.co/PHERXoJs4p","Kenya","olareeh"
"534",2020-04-27 09:03:17,"#KENYA-How has #COVID19 disrupted food production systems? How are farmers &amp; extension workers adpting to it? What will they do post-Coronavirus? @olareeh captures the thoughts &amp; feelings of 5 young Kenyan farmers &amp; extension workers #CovidFoodFuture: 
https://t.co/Lzi0Iffw8d https://t.co/ISR2ouM7R0","Kenya","olareeh"
"535",2020-04-27 08:58:57,"Nigeria - #COVID19 Response should focus on the massive production of food. Government at all levels should expand their agricultural programs, financial resources, input in order to meet the SDGs especially Goal 1 ‘No Poverty’ and 2 ‘Zero Hunger’ #Covid19FoodFuture @JohnAgboola_ https://t.co/9XJp36u0sj","Nigeria","JohnAgboola_"
"536",2020-04-27 08:52:59,"Nigeria – As the country strengthen effort to curb the #COVID19 pandemic, it is paramount more than ever before, to ensure nutritious foods that are safe, available, accessible, and affordable for households to secure healthy &amp; nutritious diets. #Covid19FoodFuture @JohnAgboola_ https://t.co/qeOR3XfOXW","Nigeria","JohnAgboola_"
"537",2020-04-27 08:45:41,"In measuring the impacts of the #COVID19 pandemic on the food systems, many players are likely to be affected. A close look at the fish and aquaculture value chain:
-Fish farmers
-Fish vendors 
-Fish processors 
-Fish suppliers 
-Transport workers #Covid19FoodFuture @JohnAgboola_ https://t.co/fwjkRqY8T2","Global","JohnAgboola_"
"538",2020-04-27 08:44:27,"#Ethiopia – Mayor of Addis Abeba on twitter has called on people who have passion &amp; any formal education in agriculture. Urban centers need alternative ways to grow food in their homes during this time. For more info: https://t.co/kUdOc4PUyc #Covid19FoodFuture @YaredTesema1 https://t.co/UPC5e4wsCh","Ethiopia","YaredTesema1"
"539",2020-04-26 12:50:25,"@_AfricanUnion @ecowas_cedeao @Gouvci @gouvernementBF @gouvbenin @GouvMali @madatribune 
La pandémie du #Covid19 a montré davantage les vulnérabilités des États.
Agissons pour l'intégration régionale.
Lire cet article de @josherbert25 
https://t.co/fGxfgD7sfE
#Covid19foodfuture","Benin","josherbert25"
"540",2020-04-25 18:16:49,"The @USAID compiled resources for farmers and ranchers across the country for US farmers ranging from #financial assistance to #FoodSafety and collaborative marketing software platforms.
📍It can be found here - https://t.co/r1QY0zcAMY
@miss_abimbola #Covid19FoodFuture https://t.co/zT8i0gFrPF","Global","miss_abimbola"
"541",2020-04-24 18:36:38,"#Kenya Due to massive impact of #Covid19 on food systems and food security, conversations on food issues that have always been left out; eg farm insurance, nutrition based agriculture, social protection, food access, self reliance; should happen.
#Covid19FoodFuture @sharonjcheboi https://t.co/IHCwy7GLgr","Kenya","sharonjcheboi"
"542",2020-04-24 18:31:22,"Post Covid19, countries should invest in strong identication systems for easier and efficient food donation programmes in the future.

#Covid19FoodFuture @sharonjcheboi https://t.co/cTBexv28RR","Global","sharonjcheboi"
"543",2020-04-24 18:12:38,"#Kenya🇰🇪 The Ministry of Health (@MOH_Kenya) has released a circular advising citizens on recommended #foods to consume&amp; proper diet to follow during #Covid19
Good #nutrition is essential in boosting one’s immunity https://t.co/NAvMpbOpGu #Covid19FoodFuture @AmandaNamayi https://t.co/lzmvbXUQpA","Kenya","AmandaNamayi"
"544",2020-04-24 18:09:54,"#KENYA To enhance food access and efficient distribution in the face of #COVID19, @JumiaKenya and @TwigaFoods have signed an agreement which will guarantee online shoppers more affordable fresh produce with same-day deliveries: https://t.co/rygfu0XxL4 @olareeh #Covid19FoodFuture https://t.co/VnPVCKPlEE","Kenya","olareeh"
"545",2020-04-24 18:06:04,"#KENYA- The Ministry of Agriculture @kilimoKE launches a toll-free hotline 0800724891 through which issues affecting the supply of agricultural inputs and products can be addressed to avert a food crisis during the #COVID19: https://t.co/AT8LcGpuxb  @olareeh #Covid19FoodFuture https://t.co/qUNQWoY8D3","Kenya","olareeh"
"546",2020-04-24 18:03:46,"🍗To meat or not to meat?🥩
As consumers stockpile #food during #lockdown, #quarantine &amp; #StayHome period, many are opting to buy plant protein due to their affordability &amp; longer shelf-life https://t.co/u78onmcJSV #Covid19FoodFuture @AmandaNamayi
📷: Courtesy https://t.co/2ZFXBllwil","Global","AmandaNamayi"
"547",2020-04-24 17:57:58,"@gouvbenin - les mesures actuelles visant à contenir la propagation du virus affectent les exportations et les importations de denrées alimentaires.
#Benin - quels systèmes alimentaires en cette période ? @acedbenin @ortb_info @josherbert25
#covid19foodfuture https://t.co/8V4ssC0ln0","Benin","josherbert25"
"548",2020-04-24 17:19:50,"#Benin - les mesures de confinement affectent la disponibilité de la nourriture. Les blocages ont affecté à la fois l’offre et la demande, y compris l’accès aux marchés, l’accès aux intrants et la possibilité de faire circuler les marchandises. @josherbert25 #Covid19foodfuture https://t.co/iTzuuFYI4f","Benin","josherbert25"
"549",2020-04-24 17:14:07,"https://t.co/cLijQEm0PU
#Covid19FoodFuture @YadeYacine","Global","YadeYacine"
"550",2020-04-24 16:27:57,"Mildred shares through her latest video diary her struggle to feed her family. Before the #COVID19 pandemic, she used to buy 2kg of maize flour for KSH100 (1USD). Currently, she pays KSH130. @tmg_think @COVIDFoodFuture @lousvenja  https://t.co/MHqHgwZjKi","Global","lousvenja"
"551",2020-04-24 12:07:16,"La Pré-saison hivernage en plein #COVID19 menace sur le grenier du Sénégal.
#Covid19FoodFuture @yadeyacine https://t.co/yNDCPVNb5N","Senegal","YadeYacine"
"552",2020-04-24 10:48:45,"Selon le #PAM, si des mesures ne sont pas prises rapidement face au #Covid19, le nombre de personnes confrontées à une #crisealimentaire pourrait doubler atteignant alors plus de 250 millions d'ici la fin de 2020.

👉https://t.co/Gn6gauulaB

#Covid19FoodFuture #PAM @MalalaOnisoa","Global","MalalaOnisoa"
"553",2020-04-24 09:09:25,"Read more information about Africa’s food systems during #Covid19 pandemic from @Afsafrica here - https://t.co/NAqZCCq5IL

Image from @Afsafrica @miss_abimbola #Covid19FoodFuture https://t.co/eWAJxiMHdV","Global","miss_abimbola"
"554",2020-04-24 09:09:23,"#Africa - In time of distancing and lockdown, farmers and other food producers need to be able to rely on their own diverse resources rather than waiting for monocrop seeds and inputs to come from far away. @miss_abimbola #Covid19FoodFuture https://t.co/NVYY87zDmJ","Global","miss_abimbola"
"555",2020-04-24 09:03:46,"Nigeria - Every single part of the food system is affected by the #Covid19 pandemic starting from production to food supply, transport, market and consumption. @miss_abimbola #Covid19FoodFuture https://t.co/SPDflkQtSG","Nigeria","miss_abimbola"
"556",2020-04-24 09:01:03,"Climate stress and coronavirus gang up on world's vulnerable. Countries around the world are reeling from a double erratic weather -linked to climate change - and a deadly pandemic. Read more about @thinink concerns here - https://t.co/KD14vkgQhJ @miss_abimbola #Covid19FoodFuture","Global","miss_abimbola"
"557",2020-04-24 07:22:33,"""La période de moisson risque d'être un gros problème pour les grands agriculteurs sauf pour ceux qui cultivent moins d'un ha et ceux qui ont les moyens de louer des tracteurs."" Sylvianne, productrice de riz #Madagascar https://t.co/9dFac0wZ92  
#Covid19FoodFuture @Maya_disraeli","Madagascar","mayadisraeli"
"558",2020-04-24 00:30:56,"La filière #lait 🍶🐄 est menacée depuis l’apparition du #Covid19 à #Madagascar pourtant la demande des consommateurs finaux est en hausse. 

👉https://t.co/SNogJJ7PWE  

📷https://t.co/2N8e3mpm0Y
 #Covid19FoodFuture #MDB @MalalaOnisoa https://t.co/YMdQDfMSuv","Madagascar","MalalaOnisoa"
"559",2020-04-23 20:39:26,"Thanks for participating in the poll. Notably, Asian countries produce the most rice worldwide, while countries in Africa, Latin America, &amp; the Middle East have shown considerable increase in rice consumption and demand. Learn more 👉 https://t.co/apqYvCwNKF

#Covid19FoodFuture https://t.co/pGCgfNwy19","Global","Other"
"560",2020-04-23 19:47:02,"#Africa - Are you interested in creating a free online store for your farm? You can read the PowerPoint Presentation by NC Cooperative Extension educator, Debbie Roos. Includes step-by-step instructions here - https://t.co/sqD158QnEF  @miss_abimbola #Covid19FoodFuture https://t.co/XHBYcfAIG8","Global","miss_abimbola"
"561",2020-04-23 18:09:57,"#Kenya Food pattern change is a short term impact of #Covid19 on consumption behaviours. Kenyans have began to prefer locally produced fish to imports. Read more on impacts on small scale traders in #Nairobi by @jamessmat

https://t.co/Jadru7lGLx
@sharonjcheboi #Covid19FoodFuture","Kenya","sharonjcheboi"
"562",2020-04-23 18:07:48,"🇨🇩Impact du #Covid_19 : la pénurie d’accès à la provende dans le secteur avicole à #Kinshasa, influe sur le prix de vente des œufs de table. Sur le marché, un plateau d’œufs qui coûtait 6400 FC (3,6$), se vend actuellement à 7500 FC (4,3$).
@EMvuenga #Covid19FoodFuture https://t.co/8AO758oJ7w","Global","EMvuenga"
"563",2020-04-23 16:14:11,"Monde: 130 millions  de personnes  supplémentaires réparties en Afrique et au Moyen Orient  risquent de souffrir d’insécurité alimentaire aiguë à cause de la crise occasionnée par le #Covid_19, selon le niveau rapport du @WFP. https://t.co/T0UsADTz2K 
@EMvuenga #Covid19FoodFuture","Global","EMvuenga"
"564",2020-04-23 16:10:56,"RDC- A l’ère où le #Covid_19 frappe le pays, « les opérateurs économiques du Nord-Kivu doivent se concentrer sur les produits de première nécessité » à l’instar des produits agricoles déclare le Gouverneur #Carly_Nzazu. https://t.co/7OKBMkeLBW 
@EMvuenga  #Covid19FoodFuture","DRC","EMvuenga"
"565",2020-04-23 16:08:05,"Les mesures barrières et les perturbations des marchés, des chaînes d’approvisionnement et des échanges commerciaux, pourraient restreindre l’accès des populations à des ressources alimentaires... @EdoSango #Covid19FoodFuture

👉 https://t.co/2jJSQacPd3","Global","ed_sango"
"566",2020-04-23 15:25:53,"Nigeria - Fish and aquaculture are major sources of protein but disruptions in the supply chains for fish and aquatic foods are already happening due to lockdown from #COVID19, leading to disruptions in transportation, trade, and labor.
#Covid19FoodFuture #Food4All @JohnAgboola_ https://t.co/MK5PGtjBQT","Nigeria","JohnAgboola_"
"567",2020-04-23 15:25:49,"#Africa - L’#agriculturefamiliale contribue jusqu'à 80% de l'#alimentation mondiale. Elle se présente comme une alternative viable pour faire face au #Covid19. N’est-il pas temps de le promouvoir encore plus?

👉https://t.co/bjC4RBUqjv

#Covid19FoodFuture #ODD2 @MalalaOnisoa","Global","MalalaOnisoa"
"568",2020-04-23 15:16:43,"Nigeria – Pop est. at 200 million people keeps the demand for fish on the rise but a decline in production due to less fishing efforts and delayed stocking of aquaculture will lead to lower supplies, access, and consumption of fish &amp; aquaculture. #Covid19FoodFuture @JohnAgboola_ https://t.co/pkQOtt3AQB","Nigeria","JohnAgboola_"
"569",2020-04-23 15:09:24,"Africa - Farmers are intensifying efforts to strengthen food production. Here are the 4 identified major challenges resulting from #COVID19:
-Relief for input/support services
-Labour shortages
-Logistic disruption
-Market linkage &amp; accessibility
#Covid19FoodFuture @JohnAgboola_ https://t.co/XZVGP5AjyB","Global","JohnAgboola_"
"570",2020-04-23 15:02:40,"This note summarizes some practices that could be useful for governments and the private sector to maintain critical logistical elements in food value chain. 
👉 https://t.co/JB5yEMgea0  
#Covid19FoodFuture #FAO  @MayaDisraeli https://t.co/TApvR4c3Ok","Global","mayadisraeli"
"571",2020-04-23 15:01:24,"#Madagascar - Les commandes pour les produits agricoles et d'élevage affluent pendant la période de confinement. Une appréciation particulière pour les produits frais 🐟🍅🥬🍋
https://t.co/GNG2QD4NDI
#Covid19FoodFuture @MayaDisraeli","Madagascar","mayadisraeli"
"572",2020-04-23 15:00:21,"#Madagascar-L'exode urbain provoquer par le risque de propagation du virus #Covid_19 devra améliorer la production rizicole de la prochaine campagne:https://t.co/Hz0Y8GBlI6. Mais comment inciter ces gens à ne pas revenir dans les grandes villes?
#Covid19FoodFuture @MayaDisraeli","Madagascar","mayadisraeli"
"573",2020-04-23 14:52:15,"En plus de la crise sanitaire du #COVID19, l’Afrique de l’Est est menacée par l’invasion massive de criquets pèlerins, ravageurs des cultures.
#Covid19FoodFuture @yadeyacine https://t.co/Tu1m79HU9I","Global","YadeYacine"
"574",2020-04-23 14:50:52,"#Kenya should never have to choose between death by #Covid19 or hunger.
Challenges #SouthAfrica has faced in food aid are similar to those in Kenya. This should be used to develop solutions to anticipated challenges.
Read: https://t.co/IsfFcGbLs2
@sharonjcheboi #Covid19FoodFuture","Kenya","sharonjcheboi"
"575",2020-04-23 14:32:52,"L’Organisation des Nations unies pour l’alimentation et l’agriculture (FAO) et l’Union Africaine (UA) s’engagent pour la sécurité alimentaire en cette période de perturbation sociale due au COVID19.
#Covid19FoodFuture @yadeyacine https://t.co/qv8588imDC","Global","YadeYacine"
"576",2020-04-23 14:01:24,"#Covid19 #Burkina : Les unités de transformation agroalimentaires souffrent du confinement partiel et de la quarantaine. Euloges Tapsoba, fournisseur de gritz aux brasseries à stopper sa production parce que ces dernières peinent à écouler leur stock. @EdoSango #Covid19FoodFuture https://t.co/I3Php5VjcU","Burkina Faso","ed_sango"
"577",2020-04-23 13:39:08,"#KENYA- The govt has appointed a #COVID19 ICT advisory committee which includes @TwigaFoods CEO @njonjo2012. This could see Twiga’s experience in usage of ICT for efficient food logistics tapped into for relief food deliveries: https://t.co/DT3m233fLK @olareeh #Covid19FoodFuture https://t.co/m8OKgjHLcF","Kenya","olareeh"
"578",2020-04-23 13:03:03,"#Kenya adoption of digital solutions to feed the most vulnerable during #Covid19 is necessary to adhere to government guidelines on social distancing. Yet, it remains underutilized.

Read more: https://t.co/t2H7Tom6xy by @SerahKiragu_tmg

#Covid19FoodFuture @sharonjcheboi","Kenya","serahKiragu_tmg"
